movie_name,distributor,release_date,release_year,total_audience,log_total_audience,detail_url
Kral Şakir Korsanlar Diyarı,CJ ENM,4 Ekim 2019,2019,2107865,14.5611861448469,https://boxofficeturkiye.com/film/kral-sakir-korsanlar-diyari--2014857
Joker,WB,4 Ekim 2019,2019,1888078,14.451069938393523,https://boxofficeturkiye.com/film/joker--2014338
Cep Herkülü: Naim Süleymanoğlu,CGV Mars,22 Kasım 2019,2019,1880959,14.447292311129077,https://boxofficeturkiye.com/film/cep-herkulu-naim-suleymanoglu--2014420
Mucize 2 Aşk,CGV Mars,6 Aralık 2019,2019,1900799,14.457784882056048,https://boxofficeturkiye.com/film/mucize-2-ask--2014401
Hızlı ve Öfkeli: Hobbs ve Shaw,UIP,2 Ağustos 2019,2019,1446121,14.184395357314745,https://boxofficeturkiye.com/film/hizli-ve-ofkeli-hobbs-ve-shaw--2013908
Karlar Ülkesi II,UIP,20 Kasım 2019,2019,1284552,14.06592057739076,https://boxofficeturkiye.com/film/karlar-ulkesi-ii--2013660
Can Dostlar,CJ ENM,18 Ocak 2019,2019,1218809,14.013384710378865,https://boxofficeturkiye.com/film/can-dostlar--2014279
Captain Marvel,UIP,8 Mart 2019,2019,1082282,13.89458233289667,https://boxofficeturkiye.com/film/captain-marvel--2012398
Rafadan Tayfa Göbeklitepe,CGV Mars,27 Aralık 2019,2019,3444814,15.052380469680587,https://boxofficeturkiye.com/film/rafadan-tayfa-gobeklitepe--2014553
John Wick 3: Parabellum,ChF,16 Mayıs 2019,2019,944173,13.758064691048943,https://boxofficeturkiye.com/film/john-wick-3-parabellum--2013890
Örümcek-Adam: Evden Uzakta,WB,5 Temmuz 2019,2019,942651,13.75645139767329,https://boxofficeturkiye.com/film/orumcek-adam-evden-uzakta--2013485
Çiçero,CGV Mars,18 Ocak 2019,2019,936601,13.750012643422659,https://boxofficeturkiye.com/film/cicero--2014286
Cinayet Süsü,CJ ENM,25 Ekim 2019,2019,824177,13.622140591649384,https://boxofficeturkiye.com/film/cinayet-susu--2014357
Aslan Kral,UIP,19 Temmuz 2019,2019,768340,13.551987622496721,https://boxofficeturkiye.com/film/aslan-kral--2013659
Oyuncak Hikayesi 4,UIP,20 Haziran 2019,2019,714390,13.4791843106861,https://boxofficeturkiye.com/film/oyuncak-hikayesi-4--2011929
Karakomik Filmler,UIP,18 Ekim 2019,2019,700519,13.45957676787459,https://boxofficeturkiye.com/film/karakomik-filmler--2014289
Ejderhanı Nasıl Eğitirsin 3: Gizli Dünya,UIP,25 Ocak 2019,2019,695841,13.452876464942413,https://boxofficeturkiye.com/film/ejderhani-nasil-egitirsin-3-gizli-dunya--2011847
Ralph ve İnternet - Oyunbozan Ralph 2,UIP,11 Ocak 2019,2019,687209,13.440393746190404,https://boxofficeturkiye.com/film/ralph-ve-internet-oyunbozan-ralph-2--2013326
Öldür Beni Sevgilim,CJ ENM,1 Mart 2019,2019,669919,13.414912088536308,https://boxofficeturkiye.com/film/oldur-beni-sevgilim--2014278
Türk İşi Dondurma,CGV Mars,15 Mart 2019,2019,571758,13.256471103916565,https://boxofficeturkiye.com/film/turk-isi-dondurma--2014287
Aykut Enişte,CJ ENM,24 Mayıs 2019,2019,567380,13.248784552233706,https://boxofficeturkiye.com/film/aykut-eniste--2014275
Hep Yek 3 Titrettin Beni,CGV Mars,15 Şubat 2019,2019,526828,13.17462939853978,https://boxofficeturkiye.com/film/hep-yek-3-titrettin-beni--2013573
Bir Aşk İki Hayat,CJ ENM,15 Şubat 2019,2019,523231,13.167778328134395,https://boxofficeturkiye.com/film/bir-ask-iki-hayat--2014321
Enes Batur Gerçek Kahraman,CGV Mars,31 Mayıs 2019,2019,520826,13.16317129182546,https://boxofficeturkiye.com/film/enes-batur-gercek-kahraman--2014315
Siccin 6,TME,9 Ağustos 2019,2019,451410,13.020131296421033,https://boxofficeturkiye.com/film/siccin-6--2014466
O Bölüm 2,WB,6 Eylül 2019,2019,404106,12.909432498766286,https://boxofficeturkiye.com/film/o-bolum-2--2013930
Bir Zamanlar... Hollywood'da,WB,23 Ağustos 2019,2019,386909,12.865944802242813,https://boxofficeturkiye.com/film/bir-zamanlar-hollywood-da--2013965
Evcil Hayvanların Gizli Yaşamı 2,UIP,5 Haziran 2019,2019,375793,12.8367937388588,https://boxofficeturkiye.com/film/evcil-hayvanlarin-gizli-yasami-2--2012978
Aman Reis Duymasın,TME,13 Aralık 2019,2019,404996,12.911632469496693,https://boxofficeturkiye.com/film/aman-reis-duymasin--2014885
Hababam Sınıfı Yeniden,CGV Mars,5 Nisan 2019,2019,367522,12.814538459788832,https://boxofficeturkiye.com/film/hababam-sinifi-yeniden--2014456
X-Men: Dark Phoenix,TME,5 Haziran 2019,2019,344951,12.751157656940919,https://boxofficeturkiye.com/film/x-men-dark-phoenix--2013473
Aladdin,UIP,24 Mayıs 2019,2019,330125,12.707226649599434,https://boxofficeturkiye.com/film/aladdin--2013287
Star Wars: Skywalker'ın Yükselişi,UIP,20 Aralık 2019,2019,378548,12.844098160199572,https://boxofficeturkiye.com/film/star-wars-skywalker-in-yukselisi--2013658
Shazam! 6 Güç,WB,5 Nisan 2019,2019,295920,12.597844426506336,https://boxofficeturkiye.com/film/shazam-6-guc--2013404
Annabelle 3,WB,28 Haziran 2019,2019,292248,12.585358035854952,https://boxofficeturkiye.com/film/annabelle-3--2014123
Mucizeler Parkı,UIP,15 Mart 2019,2019,291840,12.583960985868103,https://boxofficeturkiye.com/film/mucizeler-parki--2013025
Glass,UIP,18 Ocak 2019,2019,287774,12.569930728840209,https://boxofficeturkiye.com/film/glass--2013285
Lego Filmi 2,WB,8 Şubat 2019,2019,279562,12.540979371664774,https://boxofficeturkiye.com/film/lego-filmi-2--2012190
Jumanji: Yeni Seviye,WB,13 Aralık 2019,2019,308114,12.638225123344679,https://boxofficeturkiye.com/film/jumanji-yeni-seviye--2014300
Sar Başa,TME,23 Ağustos 2019,2019,266041,12.491405711224552,https://boxofficeturkiye.com/film/sar-basa--2014769
Alita: Savaş Meleği,TME,15 Şubat 2019,2019,258945,12.464370962918759,https://boxofficeturkiye.com/film/alita-savas-melegi--2013264
Angry Birds Filmi 2,WB,16 Ağustos 2019,2019,259762,12.467521106161932,https://boxofficeturkiye.com/film/angry-birds-filmi-2--2013669
Maşa ile Koca Ayı: Yepyeni Maceralar,CGV Mars,4 Ocak 2019,2019,256797,12.456041168486715,https://boxofficeturkiye.com/film/masa-ile-koca-ayi-yepyeni-maceralar--2014442
Malefiz: Kötülüğün Gücü,UIP,18 Ekim 2019,2019,248989,12.425163997764198,https://boxofficeturkiye.com/film/malefiz-kotulugun-gucu--2014337
Hayvan Mezarlığı,UIP,5 Nisan 2019,2019,245309,12.41027391934116,https://boxofficeturkiye.com/film/hayvan-mezarligi--2013975
Borç Harç,TME,18 Ocak 2019,2019,233130,12.359351516871397,https://boxofficeturkiye.com/film/borc-harc--2014376
Masal Şatosu - Sihirli Davet,CGV Mars,30 Ağustos 2019,2019,229982,12.345756323973225,https://boxofficeturkiye.com/film/masal-satosu-sihirli-davet--2014672
Üç Harfliler: Adak,TME,18 Ocak 2019,2019,219898,12.300919081458291,https://boxofficeturkiye.com/film/uc-harfliler-adak--2014465
Yıldızlara Doğru,TME,20 Eylül 2019,2019,208910,12.249658816193095,https://boxofficeturkiye.com/film/yildizlara-dogru--2013881
Karlar Kraliçesi 4: Sihirli Ayna,CGV Mars,22 Şubat 2019,2019,204832,12.22994540994173,https://boxofficeturkiye.com/film/karlar-kralicesi-4-sihirli-ayna--2014176
Bulmaca Kulesi: Dev Kuşun Gizemi,CGV Mars,25 Ekim 2019,2019,196668,12.189272306851828,https://boxofficeturkiye.com/film/bulmaca-kulesi-dev-kusun-gizemi--2014788
Annem,CGV Mars,20 Eylül 2019,2019,189459,12.151927921256618,https://boxofficeturkiye.com/film/annem--2014455
Baba Parası,CJ ENM,1 Ocak 2020,2019,1872347,14.442703282089894,https://boxofficeturkiye.com/film/baba-parasi--2014582
Geniş Aile Komşu Kızı,CJ ENM,2 Ağustos 2019,2019,169565,12.04099161311862,https://boxofficeturkiye.com/film/genis-aile-komsu-kizi--2014697
Elektrik Savaşları,Bir Film,13 Eylül 2019,2019,169553,12.040920841292856,https://boxofficeturkiye.com/film/elektrik-savaslari--2014795
Godzilla II: Canavarlar Kralı,WB,31 Mayıs 2019,2019,166383,12.022047638688665,https://boxofficeturkiye.com/film/godzilla-ii-canavarlar-krali--2012777
Fırıncının Karısı,CJ ENM,27 Eylül 2019,2019,164500,12.010665849187564,https://boxofficeturkiye.com/film/firincinin-karisi--2014731
Pokémon Dedektif Pikachu,WB,10 Mayıs 2019,2019,164047,12.007908251114447,https://boxofficeturkiye.com/film/pokemon-dedektif-pikachu--2013974
Siyah Giyen Adamlar: Global Tehdit,WB,14 Haziran 2019,2019,152980,11.938062472875856,https://boxofficeturkiye.com/film/siyah-giyen-adamlar-global-tehdit--2013898
Dumbo,UIP,5 Nisan 2019,2019,151165,11.926127234450115,https://boxofficeturkiye.com/film/dumbo--2013290
Büyük Macera,CGV Mars,12 Nisan 2019,2019,147659,11.902660840275447,https://boxofficeturkiye.com/film/buyuk-macera--2014436
Kuklalı Köşk,Bir Film,19 Nisan 2019,2019,149329,11.913907204450844,https://boxofficeturkiye.com/film/kuklali-kosk--2014590
Robin Hood,TME,11 Ocak 2019,2019,144689,11.882341890379578,https://boxofficeturkiye.com/film/robin-hood--2013563
Ölüm Günün Kutlu Olsun 2,UIP,22 Şubat 2019,2019,137211,11.829275165987198,https://boxofficeturkiye.com/film/olum-gunun-kutlu-olsun-2--2013283
Kırk Yalan,CJ ENM,20 Aralık 2019,2019,143746,11.875803132185487,https://boxofficeturkiye.com/film/kirk-yalan--2014856
Addams Ailesi,UIP,6 Aralık 2019,2019,132798,11.7965844556701,https://boxofficeturkiye.com/film/addams-ailesi--2014463
Hellboy,CGV Mars,12 Nisan 2019,2019,131379,11.785841554908895,https://boxofficeturkiye.com/film/hellboy--2014509
Ölümcül Labirent,WB,31 Ocak 2019,2019,117021,11.670108684853483,https://boxofficeturkiye.com/film/olumcul-labirent--2014244
Charlie'nin Melekleri,WB,29 Kasım 2019,2019,109432,11.603058630769281,https://boxofficeturkiye.com/film/charlie-nin-melekleri--2013711
Güzelliğin Portresi,CJ ENM,13 Aralık 2019,2019,109438,11.603113457835589,https://boxofficeturkiye.com/film/guzelligin-portresi--2014872
Yeti Efsanesi,UIP,27 Eylül 2019,2019,108504,11.594542317642551,https://boxofficeturkiye.com/film/yeti-efsanesi--2013484
Araf 2,Bir Film,4 Ocak 2019,2019,108451,11.594053737051604,https://boxofficeturkiye.com/film/araf-2--2014361
Asfaltın Kralları,TME,15 Kasım 2019,2019,106680,11.577588978295951,https://boxofficeturkiye.com/film/asfaltin-krallari--2014607
Anna,Bir Film,20 Haziran 2019,2019,105611,11.567517811495994,https://boxofficeturkiye.com/film/anna--2014715
İkizler Projesi,UIP,11 Ekim 2019,2019,104855,11.56033372236522,https://boxofficeturkiye.com/film/ikizler-projesi--2013805
Creed II: Efsane Yükseliyor,WB,11 Ocak 2019,2019,104513,11.557066744563603,https://boxofficeturkiye.com/film/creed-ii-efsane-yukseliyor--2014251
Terminatör: Kara Kader,TME,1 Kasım 2019,2019,104175,11.553827456290653,https://boxofficeturkiye.com/film/terminator-kara-kader--2012488
Deli ve Dahi,CGV Mars,29 Mart 2019,2019,103731,11.549556288792015,https://boxofficeturkiye.com/film/deli-ve-dahi--2014438
Ölümcül Sular,UIP,12 Temmuz 2019,2019,103575,11.548051266945603,https://boxofficeturkiye.com/film/olumcul-sular--2014550
Aslı Gibidir,CGV Mars,25 Ocak 2019,2019,102517,11.537783917466939,https://boxofficeturkiye.com/film/asli-gibidir--2014402
Hareket Sekiz,CGV Mars,4 Ekim 2019,2019,100551,11.51842034045219,https://boxofficeturkiye.com/film/hareket-sekiz--2014471
Parazit,Bir Film,1 Kasım 2019,2019,428831,12.968818180901707,https://boxofficeturkiye.com/film/parazit--2014797
Lanetli Gözyaşları,WB,19 Nisan 2019,2019,97160,11.48411438311611,https://boxofficeturkiye.com/film/lanetli-gozyaslari--2013672
Ayı Kardeşler: Zamanda Yolculuk,Bir Film,15 Kasım 2019,2019,100942,11.522301373448707,https://boxofficeturkiye.com/film/ayi-kardesler-zamanda-yolculuk--2014645
Sir-Ayet,CGV Mars,8 Şubat 2019,2019,89994,11.407498280423415,https://boxofficeturkiye.com/film/sir-ayet--2014424
After,ChF,12 Nisan 2019,2019,87377,11.377987369116775,https://boxofficeturkiye.com/film/after--2014636
Corgi,CGV Mars,26 Nisan 2019,2019,87329,11.377437874523483,https://boxofficeturkiye.com/film/corgi--2014223
Dora ve Kayıp Altın Şehri,UIP,9 Ağustos 2019,2019,85387,11.35494914336493,https://boxofficeturkiye.com/film/dora-ve-kayip-altin-sehri--2014063
Biz,UIP,22 Mart 2019,2019,83957,11.338060041995572,https://boxofficeturkiye.com/film/biz--2013691
Kadavra,WB,15 Mart 2019,2019,80876,11.300672396487192,https://boxofficeturkiye.com/film/kadavra--2014488
Kaçış Planı 3,CGV Mars,12 Temmuz 2019,2019,80065,11.290594083756577,https://boxofficeturkiye.com/film/kacis-plani-3--2014839
Uçan Halı ve Kayıp Elmas,Bir Film,18 Ocak 2019,2019,83091,11.327691671729221,https://boxofficeturkiye.com/film/ucan-hali-ve-kayip-elmas--2014261
Kartopu Savaşları 2,CGV Mars,8 Mart 2019,2019,73330,11.202725081087845,https://boxofficeturkiye.com/film/kartopu-savaslari-2--2014173
Replikalar,ChF,11 Ocak 2019,2019,72407,11.19005825878298,https://boxofficeturkiye.com/film/replikalar--2014059
Yalan Dolan,TME,1 Mart 2019,2019,71474,11.177089026186728,https://boxofficeturkiye.com/film/yalan-dolan--2014241
Asteriks: Sihirli İksirin Sırrı,Özen,15 Şubat 2019,2019,68847,11.139641930222721,https://boxofficeturkiye.com/film/asteriks-sihirli-iksirin-sirri--2014177
Eltilerin Savaşı,UIP,31 Ocak 2020,2020,3638553,15.107096633105403,https://boxofficeturkiye.com/film/eltilerin-savasi--2014601
Bayi Toplantısı,CJ ENM,21 Şubat 2020,2020,1047163,13.861595160638883,https://boxofficeturkiye.com/film/bayi-toplantisi--2014297
Sıfır Bir,CGV Mars,10 Ocak 2020,2020,868734,13.674792258425352,https://boxofficeturkiye.com/film/sifir-bir--2015022
Gamonya: Hayaller Ülkesi,CJ ENM,10 Ocak 2020,2020,808671,13.60314743841867,https://boxofficeturkiye.com/film/gamonya-hayaller-ulkesi--2014276
Türkler Geliyor: Adaletin Kılıcı,CJ ENM,17 Ocak 2020,2020,506524,13.135326985556185,https://boxofficeturkiye.com/film/turkler-geliyor-adaletin-kilici--2014873
Karakomik Filmler 2,UIP,17 Ocak 2020,2020,440817,12.996385102320378,https://boxofficeturkiye.com/film/karakomik-filmler-2--2014290
Aşk Tesadüfleri Sever 2,CGV Mars,31 Ocak 2020,2020,400889,12.901439859990257,https://boxofficeturkiye.com/film/ask-tesadufleri-sever-2--2014753
Biz Böyleyiz,CJ ENM,10 Ocak 2020,2020,371925,12.826447500025445,https://boxofficeturkiye.com/film/biz-boyleyiz--2014878
Yırtıcı Kuşlar (Ve Muhteşem Harley Quinn),WB,7 Şubat 2020,2020,319721,12.675204019471833,https://boxofficeturkiye.com/film/yirtici-kuslar-ve-muhtesem-harley-quinn--2013833
Kirpi Sonic,UIP,14 Şubat 2020,2020,314198,12.657778639411024,https://boxofficeturkiye.com/film/kirpi-sonic--2014064
Dolittle,UIP,17 Ocak 2020,2020,293337,12.589077397708156,https://boxofficeturkiye.com/film/dolittle--2013610
Tenet,WB,26 Ağustos 2020,2020,242786,12.399935675879012,https://boxofficeturkiye.com/film/tenet--2013408
Kaptan Pengu ve Arkadaşları: Mandalina'nın Günlüğü,CJ ENM,28 Şubat 2020,2020,229960,12.345660659737227,https://boxofficeturkiye.com/film/kaptan-pengu-ve-arkadaslari-mandalina-nin-gunlugu--2014874
Zengo,CJ ENM,6 Mart 2020,2020,175931,12.077847151695833,https://boxofficeturkiye.com/film/zengo--2014627
Kutup Köpekleri,CJ ENM,24 Ocak 2020,2020,136075,11.820961483302401,https://boxofficeturkiye.com/film/kutup-kopekleri--2014894
Bad Boys: Her Zaman Çılgın,WB,24 Ocak 2020,2020,124875,11.735068515950855,https://boxofficeturkiye.com/film/bad-boys-her-zaman-cilgin--2012926
Görünmez Adam,UIP,28 Şubat 2020,2020,98362,11.496409829592297,https://boxofficeturkiye.com/film/gorunmez-adam--2014147
Vikingler: Büyük Macera,CGV Mars,21 Şubat 2020,2020,95041,11.46206365642664,https://boxofficeturkiye.com/film/vikingler-buyuk-macera--2015024
Şahane Hayaller,CGV Mars,7 Şubat 2020,2020,92130,11.430955902102978,https://boxofficeturkiye.com/film/sahane-hayaller--2015061
Ağır Romantik,CJ ENM,14 Şubat 2020,2020,84296,11.342089693279364,https://boxofficeturkiye.com/film/agir-romantik--2014962
Derin Sular,TME,10 Ocak 2020,2020,79167,11.279314824306175,https://boxofficeturkiye.com/film/derin-sular--2014730
Nasipse Olur,CGV Mars,14 Şubat 2020,2020,73279,11.20202935296669,https://boxofficeturkiye.com/film/nasipse-olur--2014870
The Gentlemen,CJ ENM,14 Şubat 2020,2020,68842,11.139569302779684,https://boxofficeturkiye.com/film/the-gentlemen--2015064
Bloodshot: Durdurulamaz Güç,WB,13 Mart 2020,2020,62804,11.047774044695412,https://boxofficeturkiye.com/film/bloodshot-durdurulamaz-guc--2014332
Ajanlar İş Başında,TME,10 Ocak 2020,2020,57927,10.966938876110648,https://boxofficeturkiye.com/film/ajanlar-is-basinda--2013459
Bıçaklar Çekildi,CGV Mars,10 Ocak 2020,2020,56987,10.95057845062929,https://boxofficeturkiye.com/film/bicaklar-cekildi--2015035
Nuh Tepesi,CGV Mars,6 Mart 2020,2020,53118,10.880271132839104,https://boxofficeturkiye.com/film/nuh-tepesi--2015096
Feride,CGV Mars,24 Ocak 2020,2020,46424,10.745571845870444,https://boxofficeturkiye.com/film/feride--2014926
Kuzular Firarda: Uzay Parkı,Bir Film,17 Ocak 2020,2020,53747,10.892043130478765,https://boxofficeturkiye.com/film/kuzular-firarda-uzay-parki--2014522
Scoob!,WB,18 Eylül 2020,2020,43843,10.68837034993756,https://boxofficeturkiye.com/film/scoob--2012946
Hayal Adası,WB,6 Mart 2020,2020,42793,10.66412981679203,https://boxofficeturkiye.com/film/hayal-adasi--2014489
Yarımada,Bir Film,2 Ekim 2020,2020,40779,10.615922522003357,https://boxofficeturkiye.com/film/yarimada--2015215
Maceracı Yüzgeçler: Büyük Gösteri,TME,24 Ocak 2020,2020,43384,10.677845988520897,https://boxofficeturkiye.com/film/maceraci-yuzgecler-buyuk-gosteri--2014912
Troller Dünya Turu,UIP,2 Ekim 2020,2020,37098,10.521318338786624,https://boxofficeturkiye.com/film/troller-dunya-turu--2013284
Efsunlu Ayin,CGV Mars,21 Şubat 2020,2020,33881,10.43060966426901,https://boxofficeturkiye.com/film/efsunlu-ayin--2015046
Aile Hükümeti,CGV Mars,9 Ekim 2020,2020,33604,10.422400386484737,https://boxofficeturkiye.com/film/aile-hukumeti--2015201
İki Gözüm Ahmet,CJ ENM,13 Kasım 2020,2020,63230,11.054534151052659,https://boxofficeturkiye.com/film/iki-gozum-ahmet--2014758
Küçük Kadınlar,WB,14 Şubat 2020,2020,29405,10.288920006894056,https://boxofficeturkiye.com/film/kucuk-kadinlar--2014331
Yeni Mutantlar,UIP,11 Eylül 2020,2020,29324,10.286161572343477,https://boxofficeturkiye.com/film/yeni-mutantlar--2013641
Kiki: Lanet-i Cin,TME,14 Şubat 2020,2020,29005,10.275223507900165,https://boxofficeturkiye.com/film/kiki-lanet-i-cin--2015006
Polaroid,CJ ENM,16 Ekim 2020,2020,26689,10.19200677448047,https://boxofficeturkiye.com/film/polaroid--2015296
Süper Ajanlar,CGV Mars,7 Şubat 2020,2020,31738,10.365269980122788,https://boxofficeturkiye.com/film/super-ajanlar--2014979
Mulan,UIP,4 Eylül 2020,2020,24307,10.098519653689262,https://boxofficeturkiye.com/film/mulan--2013427
Kabus Evi,CJ ENM,30 Ekim 2020,2020,23656,10.071372061532314,https://boxofficeturkiye.com/film/kabus-evi--2015104
Araf 4: Meryem,Bir Film,13 Mart 2020,2020,23394,10.060234858210652,https://boxofficeturkiye.com/film/araf-4-meryem--2015155
Kirpi Latte ve Büyülü Taş,Bir Film,29 Ocak 2020,2020,23998,10.085725772524334,https://boxofficeturkiye.com/film/kirpi-latte-ve-buyulu-tas--2014646
Garez,TME,21 Şubat 2020,2020,20975,9.951086531335408,https://boxofficeturkiye.com/film/garez--2014216
Judy,Bir Film,3 Ocak 2020,2020,21044,9.954370762850697,https://boxofficeturkiye.com/film/judy--2014798
Semur 2: Cinlerin Büyüsü,TME,28 Şubat 2020,2020,19607,9.883641924315421,https://boxofficeturkiye.com/film/semur-2-cinlerin-buyusu--2015059
L.O.L. Sürpriz! Beyazperdede,TME,28 Şubat 2020,2020,17846,9.789534672460096,https://boxofficeturkiye.com/film/l-o-l-surpriz-beyazperdede--2015081
Akıllı Balık,Özen,14 Şubat 2020,2020,17421,9.76543165404016,https://boxofficeturkiye.com/film/akilli-balik--2014689
Cin Bebek 2,CJ ENM,28 Ağustos 2020,2020,16486,9.710266814873172,https://boxofficeturkiye.com/film/cin-bebek-2--2015121
Yeni Baştan,Başka S.,14 Şubat 2020,2020,17991,9.79762691183662,https://boxofficeturkiye.com/film/yeni-bastan--2015029
Dengesiz,CGV Mars,23 Ekim 2020,2020,15491,9.648014489106362,https://boxofficeturkiye.com/film/dengesiz--2015286
Acı Kiraz,CGV Mars,28 Şubat 2020,2020,15288,9.634823485920109,https://boxofficeturkiye.com/film/aci-kiraz--2014924
Tavşan Jojo,TME,31 Ocak 2020,2020,15240,9.631678829240638,https://boxofficeturkiye.com/film/tavsan-jojo--2014927
After Paramparça,ChF,18 Eylül 2020,2020,13835,9.534956892221027,https://boxofficeturkiye.com/film/after-paramparca--2015212
Vahşetin Çağrısı,TME,21 Şubat 2020,2020,13264,9.492808877375076,https://boxofficeturkiye.com/film/vahsetin-cagrisi--2013905
Ölü Nöbeti,Bir Film,9 Ekim 2020,2020,13228,9.490091074101683,https://boxofficeturkiye.com/film/olu-nobeti--2015283
Bedenimi Kaybettim,Başka S.,17 Ocak 2020,2020,14443,9.577965147101168,https://boxofficeturkiye.com/film/bedenimi-kaybettim--2014824
Ormandaki Cadı,CJ ENM,25 Eylül 2020,2020,12769,9.454775637424682,https://boxofficeturkiye.com/film/ormandaki-cadi--2015120
47 Metre Derinde: Kafes,Bir Film,7 Ağustos 2020,2020,12400,9.425451751593128,https://boxofficeturkiye.com/film/47-metre-derinde-kafes--2015073
Sefiller,Filmartı,31 Ocak 2020,2020,12223,9.411074701777263,https://boxofficeturkiye.com/film/sefiller--2014782
Sabit Kanca: Son Soru,TME,6 Mart 2020,2020,11907,9.384881741451174,https://boxofficeturkiye.com/film/sabit-kanca-son-soru--2014987
Hadi Gidelim,UIP,11 Eylül 2020,2020,11747,9.371353167823885,https://boxofficeturkiye.com/film/hadi-gidelim--2011926
Son Şaka,CJ ENM,6 Kasım 2020,2020,15625,9.656627474604603,https://boxofficeturkiye.com/film/son-saka--2015124
Bal Ülkesi,Başka S.,31 Ocak 2020,2020,11374,9.339085327866744,https://boxofficeturkiye.com/film/bal-ulkesi--2015082
Dürüst Hırsız,CGV Mars,6 Kasım 2020,2020,10110,9.221280312014517,https://boxofficeturkiye.com/film/durust-hirsiz--2015287
Yabani,CJ ENM,3 Ocak 2020,2020,9210,9.128045129249353,https://boxofficeturkiye.com/film/yabani--2015023
Y. Köyü Ye'cüc Me'cüc,Bir Film,30 Ekim 2020,2020,9142,9.12063445889169,https://boxofficeturkiye.com/film/y-koyu-ye-cuc-me-cuc--2014449
Break the Silence: The Movie,CGV Mars,10 Eylül 2020,2020,8706,9.071767722112243,https://boxofficeturkiye.com/film/break-the-silence-the-movie--2015262
Resmi Sırlar,CGV Mars,3 Ocak 2020,2020,8699,9.07096335550754,https://boxofficeturkiye.com/film/resmi-sirlar--2014980
Oda,CGV Mars,21 Ağustos 2020,2020,8202,9.012133305952004,https://boxofficeturkiye.com/film/oda--2014981
Pretoria'dan Kaçış,CGV Mars,4 Eylül 2020,2020,8158,9.006754319877503,https://boxofficeturkiye.com/film/pretoria-dan-kacis--2015202
It Must Be Heaven,Başka S.,21 Şubat 2020,2020,9649,9.174609562020384,https://boxofficeturkiye.com/film/it-must-be-heaven--2015030
Mürit,TME,13 Mart 2020,2020,8013,8.98882050177807,https://boxofficeturkiye.com/film/murit--2015020
Tamircikler Robotçuklara Karşı,Bir Film,6 Mart 2020,2020,8896,9.093357016490364,https://boxofficeturkiye.com/film/tamircikler-robotcuklara-karsi--2014869
Jexi,CJ ENM,28 Şubat 2020,2020,7875,8.971448463693834,https://boxofficeturkiye.com/film/jexi--2015065
Barbarları Beklerken,CJ ENM,9 Ekim 2020,2020,7746,8.954931860074698,https://boxofficeturkiye.com/film/barbarlari-beklerken--2015239
Davetsiz,CJ ENM,4 Eylül 2020,2020,7592,8.934850340289763,https://boxofficeturkiye.com/film/davetsiz--2015227
Elveda,Bir Film,24 Ocak 2020,2020,7891,8.973478148521036,https://boxofficeturkiye.com/film/elveda--2014941
Bay Link: Kayıp Efsane,CGV Mars,23 Ekim 2020,2020,7853,8.968650903374874,https://boxofficeturkiye.com/film/bay-link-kayip-efsane--2015145
Sekiz Yüz,CGV Mars,25 Eylül 2020,2020,6689,8.808219665118408,https://boxofficeturkiye.com/film/sekiz-yuz--2015280
Bizim Semtin Çocukları,CJ ENM,2 Ekim 2020,2020,6502,8.779865100863852,https://boxofficeturkiye.com/film/bizim-semtin-cocuklari--2015219
Gece Nöbeti,CGV Mars,7 Ağustos 2020,2020,6401,8.764209507142004,https://boxofficeturkiye.com/film/gece-nobeti--2015193
Tek Başına,CGV Mars,16 Ekim 2020,2020,6374,8.759982494977281,https://boxofficeturkiye.com/film/tek-basina--2015295
Karabasan,CJ ENM,7 Şubat 2020,2020,6351,8.756367559802975,https://boxofficeturkiye.com/film/karabasan--2014811
Hashtag,CGV Mars,30 Ekim 2020,2020,6026,8.703838719690246,https://boxofficeturkiye.com/film/hashtag--2014942
Karanlık Sular,ChF,7 Şubat 2020,2020,5920,8.68609172787805,https://boxofficeturkiye.com/film/karanlik-sular--2014915
Saklı Gerçekler,Filmartı,17 Ocak 2020,2020,5676,8.644002038279933,https://boxofficeturkiye.com/film/sakli-gercekler--2014779
Mendilim Kekik Kokuyor,CJ ENM,6 Mart 2020,2020,5651,8.639587799629844,https://boxofficeturkiye.com/film/mendilim-kekik-kokuyor--2015079
Mühr-ü Cin,MC,24 Ocak 2020,2020,5648,8.639056779173078,https://boxofficeturkiye.com/film/muhr-u-cin--2014955
Gece Gelen: Cin Bebek,Özen,3 Ocak 2020,2020,5440,8.601534339849989,https://boxofficeturkiye.com/film/gece-gelen-cin-bebek--2014904
Masallardan Geriye Kalan,Bir Film,14 Şubat 2020,2020,5420,8.597851094433691,https://boxofficeturkiye.com/film/masallardan-geriye-kalan--2015062
Nasipse Adayız,Bir Film,30 Ekim 2020,2020,5879,8.679141958402255,https://boxofficeturkiye.com/film/nasipse-adayiz--2015216
Sıra Dışı,UIP,13 Kasım 2020,2020,5353,8.585412430393381,https://boxofficeturkiye.com/film/sira-disi--2014847
Kulübe,CJ ENM,2 Ekim 2020,2020,5351,8.585038738311304,https://boxofficeturkiye.com/film/kulube--2015162
Randıman,Bir Film,25 Eylül 2020,2020,5311,8.577535420422398,https://boxofficeturkiye.com/film/randiman--2015156
