movie_name,distributor,distributor_film_count,distributor_domestic_ratio,is_domestic,genre,genre_count,is_sequel,holiday_week,holiday_type,release_season,release_year,release_month,release_week,competition_index,runtime_minutes,rating,total_audience,log_total_audience
The BFG,Pin.,19,0.632,0,"Aile, Fantastik",2,0,0,none,Summer,2016,6,26,7,117.0,1,134808,11.811606822880378
Sen Sağ Ben Selamet,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2016,12,50,8,118.0,0,150038,11.918643874328255
Işıklar Sönünce,WB,123,0.089,0,Korku,1,0,0,none,Summer,2016,7,29,6,81.0,3,124094,11.728794621917526
Kod Adı: Londra,Pin.,19,0.632,0,Aksiyon,1,0,0,none,Spring,2016,3,9,8,99.0,0,122438,11.71536005839474
Arınma Gecesi: Seçim Yılı,UIP,271,0.137,0,Korku,1,0,0,none,Summer,2016,7,26,6,108.0,0,116865,11.668774701433067
Karanlık Sular,WB,123,0.089,0,Dram,1,0,0,none,Summer,2016,8,31,6,86.0,3,114521,11.648513491273125
Muhteşem Yedili,WB,123,0.089,0,"Western, Aksiyon",2,0,0,none,Fall,2016,9,38,8,132.0,3,111735,11.623885275278486
Barbie: Uzay Macerası,UIP,271,0.137,0,Animasyon,1,0,0,none,Summer,2016,8,33,6,79.0,0,109918,11.607489912239698
Kuzular Kurtlara Karşı,Bir Film,65,0.277,0,"Animasyon, 3 Boyutlu",2,0,1,23_nisan,Spring,2016,4,16,7,85.0,1,120629,11.700474998713249
Ayı Kardeşler: Kurtarma Operasyonu,Bir Film,65,0.277,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2016,2,7,6,95.0,0,100552,11.518430285604673
Heidi,CGV Mars,225,0.729,0,Dram,1,0,0,none,Spring,2016,4,15,7,111.0,0,99743,11.510352156851102
Ghostbusters: Hayalet Avcıları,WB,123,0.089,0,"Macera, Komedi, Fantastik, 3 Boyutlu",4,0,0,none,Summer,2016,7,30,6,116.0,2,97990,11.492620711629865
Trendeki Kız,Pin.,19,0.632,0,Gerilim,1,0,0,none,Fall,2016,10,40,7,112.0,0,97483,11.487433282809286
Nefesini Tut,WB,123,0.089,0,Gerilim,1,0,0,none,Summer,2016,8,34,6,88.0,0,97431,11.48689971414584
5. Dalga,WB,123,0.089,0,Bilim-Kurgu,1,0,0,none,Spring,2016,3,9,8,112.0,3,92492,11.434877433273858
Pete ve Ejderhası,UIP,271,0.137,0,"Macera, Aile",2,0,0,none,Fall,2016,10,40,7,102.0,2,92219,11.431921462067118
Ankara Yazı Veda Mektubu,CGV Mars,225,0.729,1,Dram,1,0,0,none,Spring,2016,5,18,6,97.0,3,88315,11.388665247589543
Recep İvedik 5,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Winter,2017,2,7,7,114.0,2,7437050,15.821984822803888
Ayla,WB,123,0.089,1,Dram,1,0,1,29_ekim,Fall,2017,10,43,12,125.0,2,5589872,15.536466946836915
Aile Arasında,CGV Mars,225,0.729,1,"Komedi, Aile",2,0,0,none,Winter,2017,12,48,8,125.0,2,5294459,15.482171359937498
Çalgı Çengi İkimiz,Pin.,19,0.632,1,Komedi,1,0,1,yilbasi,Winter,2017,1,1,8,115.0,2,2798016,14.84442115256148
Hızlı ve Öfkeli 8,UIP,271,0.137,0,"Aksiyon, IMAX",2,1,0,none,Spring,2017,4,15,6,136.0,3,2656286,14.7924394645042
Yol Arkadaşım,CGV Mars,225,0.729,1,Komedi,1,0,1,29_ekim,Fall,2017,10,43,12,115.0,2,2060866,14.538636840776851
Olanlar Oldu,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2017,1,3,8,108.0,2,1811081,14.40943446253569
Karayip Korsanları: Salazar'ın İntikamı,UIP,271,0.137,0,"Macera, Komedi, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Spring,2017,5,21,3,129.0,2,1529857,14.240684824948294
Moana,UIP,271,0.137,0,"Macera, Animasyon, Müzikal, 3 Boyutlu",4,0,0,none,Winter,2017,1,3,8,107.0,0,1337112,14.106022622209109
Kolonya Cumhuriyeti,CGV Mars,225,0.729,1,Komedi,1,0,1,23_nisan,Spring,2017,4,16,6,110.0,2,1114318,13.923753116543732
Çılgın Hırsız 3,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,1,0,none,Summer,2017,8,34,7,89.0,1,999234,13.814744264436367
Logan: Wolverine,TME,181,0.343,0,"Fantastik, Aksiyon",2,0,0,none,Spring,2017,3,9,12,137.0,0,901706,13.712043803563676
Şirinler: Kayıp Köy,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,0,0,none,Spring,2017,4,14,6,90.0,0,843639,13.64547995695913
Arabalar 3,UIP,271,0.137,0,"Animasyon, 3 Boyutlu, IMAX",3,1,0,none,Summer,2017,6,24,5,102.0,2,829942,13.629111097813022
Thor: Ragnarok,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,29_ekim,Fall,2017,10,43,12,130.0,2,795596,13.586846798297229
Mumya,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Summer,2017,6,23,5,110.0,0,793593,13.584326014349385
Transformers 5: Son Şövalye,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,1,0,none,Summer,2017,6,25,5,154.0,2,785055,13.573509058004468
Maymunlar Cehennemi: Savaş,TME,181,0.343,0,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,1,15_temmuz,Summer,2017,7,28,5,140.0,2,769557,13.553570303591796
Justice League: Adalet Birliği,WB,123,0.089,0,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Fall,2017,11,46,8,120.0,2,730815,13.501915628726904
Tatlım Tatlım,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Spring,2017,3,11,12,99.0,3,726990,13.496668001262869
John Wick 2,ChF,18,0.444,0,Aksiyon,1,1,0,none,Winter,2017,2,6,7,122.0,0,729221,13.49973212005546
Örümcek-Adam: Eve Dönüş,WB,123,0.089,0,"Macera, Aksiyon, IMAX",3,0,0,none,Summer,2017,7,27,5,133.0,3,707320,13.469238459168912
Maide'nin Altın Günü,UIP,271,0.137,1,Komedi,1,0,0,none,Winter,2017,12,49,8,105.0,3,780329,13.567470904607118
Vezir Parmağı,Pin.,19,0.632,1,"Komedi, Dram",2,0,0,none,Winter,2017,1,4,8,111.0,0,663675,13.40554785080366
Cingöz Recai: Bir Efsanenin Dönüşü,CGV Mars,225,0.729,1,Suç,1,0,0,none,Fall,2017,10,41,12,106.0,3,655693,13.393447970580878
Kurtlar Vadisi Vatan,CGV Mars,225,0.729,1,"Suç, Aksiyon",2,0,0,none,Fall,2017,9,39,7,105.0,2,634898,13.3612196350512
Ay Lav Yu Tuu,UIP,271,0.137,1,Komedi,1,0,0,none,Fall,2017,9,38,7,112.0,2,608204,13.318265630987726
Patron Bebek,TME,181,0.343,0,"Komedi, Animasyon",2,0,0,none,Spring,2017,3,13,12,97.0,2,614845,13.329125482502796
Kardeşim Benim 2,UIP,271,0.137,1,"Komedi, Dram",2,1,0,none,Fall,2017,11,47,8,114.0,2,573605,13.259696285105427
Sonsuz Aşk,UIP,271,0.137,1,Romantik,1,0,0,none,Spring,2017,3,12,12,114.0,0,568505,13.25076538720881
Mutluluk Zamanı,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Fall,2017,11,45,8,108.0,2,571488,13.255998764621229
Yol Ayrımı,UIP,271,0.137,1,Dram,1,0,0,none,Fall,2017,11,45,8,150.0,1,519407,13.16044305520892
Star Wars: Son Jedi,UIP,271,0.137,0,"Macera, Bilim-Kurgu, 3 Boyutlu, IMAX",4,0,0,none,Winter,2017,12,50,8,152.0,2,608551,13.318836000551702
Karanlığın Elli Tonu,UIP,271,0.137,0,"Dram, Romantik",2,0,0,none,Winter,2017,2,6,7,118.0,4,506777,13.13582634360529
İstanbul Kırmızısı,CGV Mars,225,0.729,1,Romantik,1,0,0,none,Spring,2017,3,9,12,110.0,3,504765,13.131848253415544
Şansımı Seveyim,UIP,271,0.137,1,Komedi,1,0,0,none,Summer,2017,8,34,7,92.0,3,504625,13.13157085815524
Yeni Nesil Ajan: Xander Cage'in Dönüşü,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Winter,2017,1,4,8,107.0,3,501575,13.125508426548402
Siccin 4,TME,181,0.343,1,Korku,1,1,1,kurban_bayrami,Fall,2017,9,35,7,93.0,4,476880,13.075020165893807
Wonder Woman,WB,123,0.089,0,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Summer,2017,6,22,5,141.0,3,472966,13.0667787832837
Uzay Yolcuları,WB,123,0.089,0,"Macera, Bilim-Kurgu, 3 Boyutlu",3,0,0,none,Winter,2017,1,2,8,116.0,2,468861,13.058061628234062
Maşa ile Koca Ayı,CGV Mars,225,0.729,0,Animasyon,1,0,1,23_nisan,Spring,2017,4,16,6,70.0,0,468793,13.057916585392846
4N1K,CGV Mars,225,0.729,1,"Romantik-Komedi, Gençlik",2,0,0,none,Spring,2017,5,19,3,98.0,0,463196,13.045905569625052
Cumali Ceber: Allah Seni Alsın,ChF,18,0.444,1,Komedi,1,0,0,none,Summer,2017,8,31,7,100.0,3,461349,13.041910085452605
Kong: Kafatası Adası,WB,123,0.089,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Spring,2017,3,10,12,118.0,3,418077,12.943420905068534
O,WB,123,0.089,0,"Korku, Gerilim, Dram, IMAX",4,0,0,none,Fall,2017,9,37,7,135.0,0,401459,12.90286069009363
Çin Seddi,UIP,271,0.137,0,"Gerilim, Aksiyon, 3 Boyutlu",3,0,1,yilbasi,Winter,2017,12,52,8,103.0,2,390023,12.873960990725884
Sen Kiminle Dans Ediyorsun?,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Fall,2017,11,46,8,111.0,2,389595,12.8728630169926
Galaksinin Koruyucuları 2,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,1,1,1_mayis,Spring,2017,4,17,6,136.0,3,385357,12.86192545634542
Deli Aşk,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2017,3,10,12,104.0,2,376367,12.838320010161258
Hep Yek 2,TME,181,0.343,1,Komedi,1,1,0,none,Winter,2017,1,2,8,96.0,3,372557,12.828145325229594
Öteki Taraf,CGV Mars,225,0.729,1,"Gerilim, Romantik",2,0,0,none,Winter,2017,12,49,8,103.0,3,391485,12.877702479502744
Kara Kule,WB,123,0.089,0,"Gerilim, Fantastik, Aksiyon",3,0,0,none,Summer,2017,8,31,7,95.0,2,361269,12.797378112181413
Kötü Çocuk,UIP,271,0.137,1,"Gençlik, Romantik",2,0,0,none,Winter,2017,1,3,8,120.0,3,358192,12.788824434467664
Dunkirk,WB,123,0.089,0,"Dram, Savaş, Aksiyon, IMAX",4,0,0,none,Summer,2017,7,29,5,106.0,3,347705,12.759109698105386
Kabuktaki Hayalet,UIP,271,0.137,0,"Bilim-Kurgu, Aksiyon, IMAX",3,0,0,none,Spring,2017,3,13,12,107.0,3,326026,12.694732411769843
Kral Arthur: Kılıç Efsanesi,WB,123,0.089,0,"Macera, Fantastik, 3 Boyutlu",3,0,0,none,Spring,2017,5,19,3,126.0,3,320948,12.679034395220274
Fırıldak Ailesi,CGV Mars,225,0.729,1,"Komedi, Animasyon",2,0,0,none,Winter,2017,2,5,7,84.0,2,314939,12.660134248261384
Ketenpere,UIP,271,0.137,1,Komedi,1,0,0,none,Fall,2017,11,44,8,108.0,3,299180,12.608800677928452
Aşıklar Şehri,TME,181,0.343,0,"Komedi, Dram, Müzikal",3,0,1,yilbasi,Winter,2017,12,52,8,128.0,0,321601,12.68106692573485
Yedinci Hayat,CGV Mars,225,0.729,0,"Gerilim, Bilim-Kurgu",2,0,1,kurban_bayrami,Fall,2017,9,35,7,123.0,0,304096,12.625098720011042
Testere: Jigsaw Efsanesi,TME,181,0.343,0,"Korku, Suç, Gizem, IMAX",4,0,0,none,Fall,2017,11,44,8,92.0,4,277520,12.53364828164363
Annabelle: Kötülüğün Doğuşu,WB,123,0.089,0,Korku,1,0,0,none,Summer,2017,8,33,7,109.0,0,260527,12.47046178163761
Acı Tatlı Ekşi,CGV Mars,225,0.729,1,"Dram, Romantik",2,0,0,none,Winter,2017,12,51,8,106.0,0,622674,13.34177838633539
Güzel ve Çirkin,UIP,271,0.137,0,"Aile, Fantastik, Müzikal, 3 Boyutlu, IMAX, Romantik",6,0,0,none,Spring,2017,3,11,12,129.0,0,249436,12.426957648242563
Halka 3,UIP,271,0.137,0,Korku,1,1,0,none,Winter,2017,2,5,7,102.0,0,243393,12.402432699877966
Bölük,UIP,271,0.137,1,Dram,1,0,0,none,Fall,2017,10,42,12,95.0,2,241916,12.396345837445075
Kingsman: Altın Çember,TME,181,0.343,0,"Macera, Komedi, Aksiyon, IMAX",4,0,0,none,Fall,2017,9,38,7,141.0,4,241373,12.39409873383424
OHA Diyorum,TME,181,0.343,1,Komedi,1,0,0,none,Fall,2017,11,44,8,90.0,2,230618,12.348517941012766
Doğu Ekspresinde Cinayet,TME,181,0.343,0,"Dram, Suç, Gizem",3,0,0,none,Fall,2017,11,45,8,114.0,2,228927,12.34115845442352
Resident Evil: Son Bölüm,WB,123,0.089,0,"Korku, Gerilim, 3 Boyutlu",3,1,0,none,Winter,2017,2,8,7,107.0,0,224921,12.323504508421507
Damat Takımı,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Fall,2017,10,42,12,109.0,0,236700,12.374548795502076
Yaratık: Covenant,TME,181,0.343,0,"Gerilim, Bilim-Kurgu, Aksiyon, IMAX",4,0,0,none,Spring,2017,5,19,3,122.0,0,209266,12.251361448988868
Barry Seal: Kaçakçı,UIP,271,0.137,0,"Gerilim, Suç, Biyografi",3,0,0,none,Fall,2017,9,36,7,115.0,3,205009,12.230809159595886
Kaptan Düşükdon: Destansı İlk Film,TME,181,0.343,0,"Komedi, Animasyon",2,0,0,none,Summer,2017,6,22,5,89.0,2,202060,12.216319961981725
Valerian ve Bin Gezegen İmparatorluğu,TME,181,0.343,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,0,none,Summer,2017,7,30,5,137.0,2,191779,12.164098946386016
Sarışın Bomba,ChF,18,0.444,0,"Gerilim, Aksiyon",2,0,0,none,Summer,2017,7,30,5,115.0,4,190647,12.158178829520676
Sümela'nın Şifresi 3: Cünyor Temel,UIP,271,0.137,1,Komedi,1,1,0,none,Spring,2017,4,14,6,109.0,2,189367,12.151442210129035
Reis,CGV Mars,225,0.729,1,Dram,1,0,0,none,Spring,2017,3,9,12,118.0,2,189074,12.149893751803726
Dangal,CGV Mars,225,0.729,0,"Dram, Biyografi, Aksiyon",3,0,0,none,Summer,2017,8,33,7,161.0,2,182304,12.113430902280122
Hayat,WB,123,0.089,0,"Gerilim, Bilim-Kurgu, IMAX",3,0,0,none,Spring,2017,3,12,12,104.0,0,176137,12.079017380307969
Uzaydan Gelen Fırtına,WB,123,0.089,0,"Aksiyon, 3 Boyutlu, IMAX",3,0,0,none,Fall,2017,10,42,12,109.0,2,176092,12.078761864718707
Babam,UIP,271,0.137,1,Dram,1,0,0,none,Fall,2017,10,40,12,130.0,2,171446,12.052023627201876
My Little Pony Filmi,TME,181,0.343,0,Animasyon,1,0,0,none,Fall,2017,10,40,12,99.0,0,166894,12.02511415933326
Blade Runner 2049: Bıçak Sırtı,WB,123,0.089,0,"Bilim-Kurgu, 3 Boyutlu, IMAX",3,1,0,none,Fall,2017,10,40,12,164.0,0,164376,12.009911765545851
Karlar Kraliçesi 3: Ateş ve Buz,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,1,0,none,Winter,2017,2,8,7,80.0,2,163900,12.00701176473192
Tam Gaz,WB,123,0.089,0,"Komedi, Suç, Aksiyon",3,0,0,none,Summer,2017,6,26,5,112.0,0,161794,11.99407920010065
Biz Size Döneriz,Pin.,19,0.632,1,"Komedi, Gençlik",2,0,0,none,Spring,2017,3,13,12,105.0,2,157021,11.96413483334743
Pepee: Birlik Zamanı,CGV Mars,225,0.729,1,Animasyon,1,0,0,none,Winter,2017,1,3,8,77.0,0,151249,11.926682764300985
Süperstar,CGV Mars,225,0.729,0,Dram,1,0,0,none,Fall,2017,10,42,12,150.0,2,162567,11.998845503468775
Ölüm Günün Kutlu Olsun,UIP,271,0.137,0,"Korku, Gerilim, Gizem",3,0,0,none,Fall,2017,10,41,12,96.0,3,148870,11.910828720871104
Ferdinand,TME,181,0.343,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2017,12,51,8,108.0,1,515132,13.152178457483512
Balerin ve Afacan Mucit,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,0,0,none,Summer,2017,8,31,7,89.0,1,141638,11.861029785821149
Parçalanmış,UIP,271,0.137,0,"Korku, Gerilim",2,0,0,none,Winter,2017,2,7,7,117.0,0,136776,11.826099830182946
Doru,CGV Mars,225,0.729,1,Animasyon,1,0,0,none,Summer,2017,7,27,5,91.0,0,140255,11.85121747337336
Neşeli Dalgalar: Dalgamanya,Bir Film,65,0.277,0,Animasyon,1,0,0,none,Spring,2017,3,10,12,84.0,1,138551,11.83899376787605
Bak Şu Leyleğe,TME,181,0.343,0,"Macera, Animasyon",2,0,0,none,Fall,2017,10,42,12,85.0,0,123038,11.720248529730895
Çizgi Ötesi,WB,123,0.089,0,"Korku, Bilim-Kurgu, Dram",3,0,0,none,Winter,2017,12,48,8,109.0,3,114991,11.65260914341328
Emoji Filmi,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2017,9,36,7,86.0,1,111643,11.623061559378067
Belalı Tanık,Pin.,19,0.632,0,"Komedi, Aksiyon",2,0,0,none,Summer,2017,8,33,7,118.0,0,111013,11.617402590553914
Bordo Bereliler Suriye,CGV Mars,225,0.729,1,"Macera, Dram, Aksiyon",3,0,0,none,Spring,2017,4,14,6,109.0,0,110948,11.616816902060368
Müslüm,CGV Mars,225,0.729,1,"Dram, Biyografi",2,0,1,29_ekim,Fall,2018,10,43,6,132.0,3,6480563,15.684317947270422
Arif v 216,CGV Mars,225,0.729,1,"Komedi, Bilim-Kurgu",2,1,1,yilbasi,Winter,2018,1,1,7,125.0,2,4976367,15.42021066470075
Ailecek Şaşkınız,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2018,3,9,11,113.0,2,4034858,15.210481666997538
Yol Arkadaşım 2,CJ ENM,141,0.716,1,Komedi,1,1,0,none,Fall,2018,10,41,6,116.0,2,2343218,14.66703575626882
Deliha 2,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Winter,2018,1,2,7,106.0,1,2106154,14.560374093409056
Avengers: Sonsuzluk Savaşı,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Spring,2018,4,17,7,149.0,3,1909967,14.462596522386644
Hedefim Sensin,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Fall,2018,11,48,8,112.0,2,1896782,14.455669324021498
Rafadan Tayfa Dehliz Macerası,CGV Mars,225,0.729,1,Animasyon,1,0,1,29_ekim,Fall,2018,10,43,6,89.0,0,1802339,14.404595823763588
Enes Batur Hayal mi Gerçek mi?,TME,181,0.343,1,Komedi,1,0,0,none,Winter,2018,1,3,7,110.0,2,1483848,14.210149271587564
Bizim İçin Şampiyon,CJ ENM,141,0.716,1,"Dram, Biyografi",2,0,0,none,Winter,2018,12,49,8,129.0,2,2578074,14.76255316649134
Çakallarla Dans 5,CJ ENM,141,0.716,1,Komedi,1,1,0,none,Fall,2018,11,45,8,102.0,0,1415733,14.163157976134224
Deadpool 2,TME,181,0.343,0,"Macera, Komedi, Aksiyon, IMAX",4,1,1,19_mayis,Spring,2018,5,20,4,119.0,0,1374325,14.133473259456585
İnanılmaz Aile 2,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,1,1,kurban_bayrami,Summer,2018,8,34,8,118.0,0,1267415,14.052489951054792
Coco,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2018,1,3,7,105.0,2,982347,13.797699885408289
Hadi Be Oğlum,CGV Mars,225,0.729,1,Dram,1,0,0,none,Winter,2018,2,7,9,113.0,2,965066,13.779951771764756
Jurassic World: Yıkılmış Krallık,UIP,271,0.137,0,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Summer,2018,6,23,6,128.0,3,908140,13.719153830720169
Labirent: Son İsyan,TME,181,0.343,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,0,none,Winter,2018,1,4,7,141.0,3,892197,13.701442239195869
Venom: Zehirli Öfke,WB,123,0.089,0,"Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Fall,2018,10,40,6,112.0,3,890596,13.699646180505509
Cebimdeki Yabancı,CGV Mars,225,0.729,1,"Gerilim, Komedi",2,0,0,none,Winter,2018,2,5,9,95.0,3,846833,13.649258787724436
Kafalar Karışık,TME,181,0.343,1,"Komedi, Aksiyon",2,0,0,none,Winter,2018,12,49,8,95.0,2,864706,13.670144843747162
Bizim Köyün Şarkısı,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2018,3,13,11,104.0,0,799858,13.592189490895077
Black Panther,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,0,none,Winter,2018,2,7,9,134.0,3,718743,13.485259131915836
Mission: Impossible - Yansımalar,UIP,271,0.137,0,"Aksiyon, 3 Boyutlu, IMAX",3,0,0,none,Summer,2018,7,30,7,147.0,3,645061,13.377100164949516
Siccin 5,TME,181,0.343,1,Korku,1,1,0,none,Summer,2018,8,33,8,92.0,4,633391,13.358843203955098
Meg: Derinlerdeki Dehşet,WB,123,0.089,0,"Korku, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Summer,2018,8,32,8,113.0,3,615272,13.32981972543603
Kayhan,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2018,2,6,9,105.0,3,602084,13.308152249440592
Bohemian Rhapsody,TME,181,0.343,0,"Dram, Biyografi",2,0,0,none,Fall,2018,11,44,8,135.0,3,632461,13.3573738376037
Ölümlü Dünya,UIP,271,0.137,1,Komedi,1,0,0,none,Winter,2018,1,4,7,107.0,3,585498,13.280218046130216
Deliler Fatih'in Fermanı,CGV Mars,225,0.729,1,"Tarihi, Savaş, Aksiyon",3,0,0,none,Fall,2018,11,47,8,121.0,3,579064,13.269168285852416
Fantastik Canavarlar: Grindelwald'ın Suçları,WB,123,0.089,0,"Macera, Fantastik, 3 Boyutlu, IMAX",4,0,0,none,Fall,2018,11,46,8,134.0,3,577163,13.265880001263094
Otel Transilvanya 3: Yaz Tatili,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,1,1,15_temmuz,Summer,2018,7,28,7,97.0,1,575076,13.26225748495833
Kaybedenler Kulübü Yolda,UIP,271,0.137,1,"Komedi, Dram",2,0,0,none,Spring,2018,3,11,11,105.0,0,570373,13.25404581175851
Ant-Man ve Wasp,UIP,271,0.137,0,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Summer,2018,7,27,7,118.0,2,517025,13.155846508220876
Cici Babam,CGV Mars,225,0.729,1,Komedi,1,0,1,23_nisan,Spring,2018,4,16,7,104.0,2,440458,12.99557037361513
Özgürlüğün Elli Tonu,UIP,271,0.137,0,"Dram, Romantik",2,0,0,none,Winter,2018,2,6,9,105.0,4,426029,12.962262698051871
Maşa ile Koca Ayı 2: Sonsuz Arkadaşlık,CGV Mars,225,0.729,0,Animasyon,1,1,1,23_nisan,Spring,2018,4,16,7,69.0,0,418440,12.944288789457698
Gökdelen,UIP,271,0.137,0,Aksiyon,1,0,1,15_temmuz,Summer,2018,7,28,7,102.0,3,414227,12.934169411719644
Aquaman,WB,123,0.089,0,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,yilbasi,Winter,2018,12,52,8,144.0,2,1100819,13.91156500618668
Grinç,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2018,11,47,8,90.0,0,372923,12.829127242999103
Facia Üçlü,TME,181,0.343,1,Komedi,1,0,1,kurban_bayrami,Summer,2018,8,34,8,99.0,0,361018,12.79668309756782
Kral Şakir Oyun Zamanı,CGV Mars,225,0.729,1,Animasyon,1,0,0,none,Spring,2018,5,19,4,88.0,1,346964,12.756976307149271
Üç Harfliler: Beddua,TME,181,0.343,1,Korku,1,0,1,ramazan_bayrami,Summer,2018,6,24,6,90.0,0,339737,12.735927067852334
Rampage: Büyük Yıkım,WB,123,0.089,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Spring,2018,4,15,7,107.0,3,327476,12.699170048929409
Tomb Raider,WB,123,0.089,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Spring,2018,3,11,11,118.0,3,317387,12.667877128453677
Görevimiz Tatil,UIP,271,0.137,1,"Komedi, Aile",2,0,0,none,Winter,2018,2,8,9,102.0,2,315086,12.660600896418735
Ölümcül Makineler,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",6,0,0,none,Winter,2018,12,49,8,128.0,3,314951,12.660172350152196
Jumanji: Vahşi Orman,WB,123,0.089,0,"Macera, Aile, Fantastik",3,0,1,yilbasi,Winter,2018,12,52,8,119.0,2,313443,12.655372804342363
Göktaşı,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Fall,2018,9,39,7,103.0,2,312207,12.651421708336771
Ocean's 8,WB,123,0.089,0,Suç,1,1,1,ramazan_bayrami,Summer,2018,6,24,6,110.0,2,310338,12.645417305072016
Börü,CGV Mars,225,0.729,1,"Dram, Savaş, Aksiyon",3,0,1,yilbasi,Winter,2018,12,52,8,126.0,2,575959,13.263791756589017
Can Feda,UIP,271,0.137,1,"Dram, Savaş",2,0,0,none,Spring,2018,4,14,7,109.0,2,293604,12.589987199607894
Bizi Hatırla,CJ ENM,141,0.716,1,Dram,1,0,0,none,Fall,2018,11,47,8,120.0,2,294689,12.593675841934816
Bumblebee,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Winter,2018,12,51,8,110.0,2,347596,12.7587961648273
4N1K 2,CGV Mars,225,0.729,1,"Romantik-Komedi, Gençlik",2,1,1,1_mayis,Spring,2018,5,18,4,100.0,0,267847,12.498171200947708
İlk Arınma Gecesi,UIP,271,0.137,0,"Korku, Aksiyon",2,0,0,none,Summer,2018,7,29,7,98.0,0,265484,12.48930985419472
Bücür,CJ ENM,141,0.716,1,"Komedi, Aile",2,0,0,none,Fall,2018,9,38,7,93.0,2,259721,12.467363256915334
Dehşetin Yüzü,WB,123,0.089,0,Korku,1,0,0,none,Fall,2018,9,38,7,96.0,0,245363,12.41049402564524
Ahlat Ağacı,CGV Mars,225,0.729,1,Dram,1,0,0,none,Summer,2018,6,22,6,188.0,2,246766,12.416195798151977
Ruhlar Bölgesi: Son Anahtar,WB,123,0.089,0,"Korku, Gerilim",2,0,0,none,Winter,2018,1,2,7,103.0,0,234025,12.363183226239943
Pasifik Savaşı: İsyan,UIP,271,0.137,0,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,0,none,Spring,2018,3,12,11,111.0,0,230319,12.34722058349129
Küçük Ayak,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2018,9,39,7,96.0,0,225617,12.326594150376954
