movie_name,distributor,distributor_film_count,distributor_domestic_ratio,is_domestic,genre,genre_count,is_sequel,holiday_week,holiday_type,release_season,release_year,release_month,release_week,competition_index,runtime_minutes,rating,total_audience,log_total_audience
Fantastik Dörtlü: İlk Adımlar,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Summer,2025,7,30,4,115.0,0,206975,12.240353292007006
Aslan Hürkuş 4: Hürjet Oyunda,A90,36,0.806,1,"Macera, Animasyon, Aile",3,1,0,none,Winter,2025,1,3,13,72.0,0,205713,12.23423727247734
Mission: Impossible - Son Hesaplaşma,UIP,271,0.137,0,"Macera, Suç, Aksiyon",3,0,0,none,Spring,2025,5,21,7,169.0,0,201009,12.211104962158196
Ballerina,A90,36,0.806,0,"Macera, Aksiyon",2,0,1,kurban_bayrami,Summer,2025,6,23,6,125.0,0,190648,12.1581840748032
Üç Harfliler: Fal,TME,181,0.343,1,Korku,1,0,0,none,Spring,2025,3,13,8,90.0,4,187249,12.140194560911269
İbi: Uzay Görevi,CJ ENM,141,0.716,1,"Macera, Animasyon",2,0,0,none,Fall,2025,11,48,9,76.0,0,176383,12.080413046028674
Gelin Takımı 2,CJ ENM,141,0.716,1,"Komedi, Romantik",2,1,0,none,Fall,2025,10,43,11,105.0,0,165500,12.016726473799254
Savaş Üstüne Savaş,TME,181,0.343,0,"Gerilim, Dram, Suç, IMAX",4,0,0,none,Fall,2025,10,40,11,161.0,0,163450,12.004262412152356
Kim Demiş Kötüyüz Diye? 2,UIP,271,0.137,0,"Macera, Komedi, Animasyon",3,1,0,none,Summer,2025,8,31,5,103.0,0,155893,11.956925153460514
Thunderbolts*,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1_mayis,Spring,2025,5,18,7,126.0,0,144151,11.87861664026066
Köstebekgiller: Ata Tohumu Muhafızları,A90,36,0.806,1,"Macera, Aile",2,0,1,1_mayis,Spring,2025,5,18,7,91.0,0,140975,11.856337848675382
Maria,Bir Film,65,0.277,0,"Dram, Biyografi, Müzik",3,0,0,none,Winter,2025,2,8,8,124.0,0,140755,11.85477606934966
Tafiti: Çölde Macera,TME,181,0.343,0,Animasyon,1,0,0,none,Fall,2025,9,39,7,81.0,0,124065,11.728560900794117
Oflu Hoca 5,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Fall,2025,9,39,7,94.0,0,120874,11.702503959712066
Süper Charlie,CGV Mars,225,0.729,0,"Animasyon, Aile, Fantastik",3,0,0,none,Fall,2025,9,38,7,82.0,0,110565,11.613358862291498
Silahlar,TME,181,0.343,0,"Korku, Dram, Gizem",3,0,0,none,Summer,2025,8,32,5,128.0,4,105996,11.571156636533132
Bi Umut,CJ ENM,141,0.716,1,"Aile, Dram, Biyografi",3,0,0,none,Fall,2025,11,45,9,114.0,0,104161,11.553693058010747
Predator: Vahşi Topraklar,UIP,271,0.137,0,"Macera, Gerilim, Bilim-Kurgu, Aksiyon",4,0,0,none,Fall,2025,11,45,9,107.0,0,100636,11.519265325516407
Nosferatu,UIP,271,0.137,0,"Korku, Fantastik, Gizem",3,0,1,yilbasi,Winter,2025,1,1,13,133.0,4,97431,11.48689971414584
Hay Hak: Karagöz Hacivat,TME,181,0.343,1,Animasyon,1,0,0,none,Spring,2025,4,16,4,78.0,0,96796,11.480360950096829
Adile Naşit,A90,36,0.806,1,"Dram, Biyografi",2,0,0,none,Winter,2025,12,49,6,119.0,0,93834,11.449282542664273
The Monkey,CGV Mars,225,0.729,0,"Korku, Komedi",2,0,0,none,Winter,2025,2,8,8,98.0,0,92152,11.431194666606345
Şafağa Kadar,TME,181,0.343,0,"Korku, Dram",2,0,1,23_nisan,Spring,2025,4,17,4,103.0,4,91167,11.420448268476507
Mickey 17,TME,181,0.343,0,"Macera, Komedi, Bilim-Kurgu, Fantastik",4,1,0,none,Spring,2025,3,10,8,139.0,0,90679,11.415081076770628
Tom ve Jerry: Kayıp Pusula,A90,36,0.806,0,"Komedi, Animasyon, Fantastik",3,0,0,none,Winter,2025,12,50,6,88.0,0,106020,11.571383034541798
Pamuk Prenses,UIP,271,0.137,0,"Macera, Aile, Fantastik, Dram, Müzikal",5,0,0,none,Spring,2025,3,12,8,109.0,0,87146,11.375340152017603
Gabby'nin Hayal Evi: Film,UIP,271,0.137,0,"Macera, Komedi, Animasyon, Aile",4,0,0,none,Fall,2025,10,40,11,98.0,0,85262,11.353484147703
Tron: Ares,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Fall,2025,10,41,11,119.0,0,84290,11.342018512991528
C Takımı 2,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Winter,2025,2,7,8,110.0,3,80524,11.29631055561872
28 Yıl Sonra,TME,181,0.343,0,"Korku, Gerilim",2,0,0,none,Summer,2025,6,25,6,115.0,4,80327,11.293861082522517
Köpek Adam,UIP,271,0.137,0,"Macera, Komedi, Animasyon, Fantastik",4,0,0,none,Winter,2025,1,5,13,83.0,0,74547,11.219185077934483
Chainsaw Man - The Movie: Reze Arc,TME,181,0.343,0,"Macera, Animasyon, Fantastik, Aksiyon",4,0,1,29_ekim,Fall,2025,10,44,11,100.0,0,71638,11.179380938420351
Elio,UIP,271,0.137,0,"Macera, Komedi, Animasyon, 3 Boyutlu",4,0,0,none,Summer,2025,6,25,6,99.0,0,70181,11.1588328981095
Ayı Paddington: Ormanda Macera,TME,181,0.343,0,"Macera, Komedi, Aile",3,0,0,none,Spring,2025,3,12,8,106.0,0,69390,11.147498043893597
Kadıköy Boğası,TME,181,0.343,1,Komedi,1,0,0,none,Summer,2025,8,34,5,83.0,3,68570,11.13561040027841
Konsey,Bir Film,65,0.277,0,"Gerilim, Dram, Gizem",3,0,0,none,Winter,2025,2,6,8,120.0,3,59767,10.998208948154405
Heidi,CJ ENM,141,0.716,0,Animasyon,1,0,0,none,Summer,2025,8,34,5,79.0,0,57763,10.964103711276094
Hüddam 5: Zuhur,Bir Film,65,0.277,1,Korku,1,1,1,yilbasi,Winter,2025,1,1,13,98.0,4,52231,10.863431467331688
Tay 3: Endülüs,TME,181,0.343,1,"Macera, Animasyon",2,1,0,none,Spring,2025,3,13,8,79.0,0,51199,10.843475279586862
Sırr Kudüs Macerası,CJ ENM,141,0.716,1,"Macera, Animasyon",2,0,0,none,Spring,2025,3,11,8,96.0,0,48176,10.782616250721516
Cahim,CJ ENM,141,0.716,1,Korku,1,0,1,1_mayis,Spring,2025,5,18,7,80.0,4,46350,10.743976570994
Tete ve Masal: Rüyalar Diyarı,CJ ENM,141,0.716,1,"Macera, Aile",2,0,0,none,Winter,2025,1,4,13,88.0,0,45120,10.71708088617194
Evcil Hayvanlar Yolda,TME,181,0.343,0,"Komedi, Animasyon, Aksiyon",3,0,0,none,Fall,2025,10,43,11,99.0,0,43738,10.685972568448268
Amatör,UIP,271,0.137,0,"Gerilim, Aksiyon",2,0,0,none,Spring,2025,4,15,4,123.0,3,42677,10.661415412410989
Jester 2,CJ ENM,141,0.716,0,Korku,1,1,0,none,Fall,2025,9,38,7,87.0,0,42151,10.64901368794098
Jujutsu Kaisen: Execution,TME,181,0.343,0,"Animasyon, Fantastik, Aksiyon",3,0,0,none,Winter,2025,12,49,6,90.0,0,41156,10.6251250034957
Kulyas 2: Zikr-i Ayin,A90,36,0.806,1,Korku,1,1,0,none,Summer,2025,8,32,5,92.0,0,40323,10.604677304739258
Nasipse Olur 2,A90,36,0.806,1,Komedi,1,1,0,none,Fall,2025,11,48,9,105.0,0,39933,10.594958328715128
Canavarcıklar,Bir Film,65,0.277,0,"Komedi, Animasyon, Aile, Fantastik",4,0,0,none,Fall,2025,11,45,9,89.0,0,38920,10.56926353629994
Siyah Telefon 2,UIP,271,0.137,0,Korku,1,1,0,none,Fall,2025,10,42,11,114.0,4,38779,10.565634141976286
Zatonya: Yeni Dünya,TME,181,0.343,1,Animasyon,1,0,0,none,Winter,2025,2,7,8,75.0,0,38744,10.564731184083064
Senden Kalan,A90,36,0.806,1,"Dram, Romantik",2,0,0,none,Fall,2025,10,42,11,109.0,0,38410,10.556073121339953
Flow: Bir Kedinin Yolculuğu,Başka S.,8,0.125,0,"Macera, Animasyon, Aile, Fantastik",4,0,0,none,Winter,2025,1,4,13,84.0,0,36189,10.496510484233491
Günahkârlar,TME,181,0.343,0,"Korku, Gerilim, Fantastik, Dram",4,0,0,none,Spring,2025,4,16,4,137.0,0,36062,10.492994958336311
Geçen Yaz Ne Yaptığını Biliyorum,TME,181,0.343,0,Korku,1,0,1,15_temmuz,Summer,2025,7,29,4,111.0,4,35873,10.487740202378962
"Büyük, Cesur ve Güzel Bir Yolculuk",TME,181,0.343,0,"Fantastik, Dram, Romantik",3,0,0,none,Fall,2025,9,38,7,108.0,3,35768,10.484808917913815
Temel: Sümela'nın Şifresi Yeniden,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2025,1,5,13,88.0,0,34896,10.46012748844141
Tam Bana Göre,TME,181,0.343,0,"Komedi, Romantik",2,0,0,none,Summer,2025,6,24,6,109.0,0,34360,10.444648376098192
Karabasan,A90,36,0.806,0,Korku,1,0,0,none,Winter,2025,2,6,8,93.0,0,33059,10.406049122883656
Chuck'ın Hayatı,Bir Film,65,0.277,0,"Bilim-Kurgu, Fantastik, Dram",3,0,0,none,Fall,2025,9,38,7,110.0,3,32877,10.400528604131502
Zorla Güvenlik,CJ ENM,141,0.716,1,"Komedi, Aile",2,0,0,none,Spring,2025,3,12,8,90.0,0,32345,10.384214728478083
Wicked: İyilik Uğruna,UIP,271,0.137,0,"Macera, Aile, Fantastik, Müzikal, Aksiyon",5,0,0,none,Fall,2025,11,47,9,138.0,0,30910,10.338835035126165
Cesur Kirpi,CJ ENM,141,0.716,0,"Macera, Animasyon",2,0,0,none,Fall,2025,10,40,11,85.0,0,29143,10.279970025719807
Looney Tunes: Dünyayı Kurtarma Operasyonu,CGV Mars,225,0.729,0,"Macera, Komedi, Animasyon",3,0,0,none,Winter,2025,1,4,13,90.0,0,28607,10.26140672210502
Sonradan Gurme,A90,36,0.806,1,Komedi,1,0,0,none,Spring,2025,5,19,7,104.0,0,28033,10.241137666615815
Babygirl,Bir Film,65,0.277,0,"Gerilim, Suç, Gizem",3,0,0,none,Winter,2025,1,4,13,114.0,4,27732,10.23034226006238
Bugün Güzel,CJ ENM,141,0.716,1,"Komedi, Dram",2,0,0,none,Winter,2025,12,50,6,118.0,3,26465,10.183578384292089
